company_num,company_name,combined_risk_tier,n_filing_events,filing_narrative,combined_text
665815,FLUENT COMMUNICATIONS LIMITED,DISSOLUTION_RISK,9,"FLUENT COMMUNICATIONS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; annual return without accounts; 2021: annual return; 2022: other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return.","FLUENT COMMUNICATIONS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; annual return without accounts; 2021: annual return; 2022: other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. FLUENT COMMUNICATIONS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; annual return without accounts; 2021: annual return; 2022: other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: FLUENT COMMUNICATIONS LIMITED. County: Cork. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.9 years."
666678,MARA EDUCATION & LEISURE LIMITED,LOW_CONCERN,10,"MARA EDUCATION & LEISURE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; annual return without accounts; 2021: director or secretary change; registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","MARA EDUCATION & LEISURE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; annual return without accounts; 2021: director or secretary change; registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. MARA EDUCATION & LEISURE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; annual return without accounts; 2021: director or secretary change; registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: MARA EDUCATION & LEISURE LIMITED. County: Cork. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.9 years."
669911,ABLEO INVESTMENT LIMITED,DISSOLUTION_RISK,13,"ABLEO INVESTMENT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; other filing; other filing; director or secretary change; registered office change; other filing; annual return without accounts; 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","ABLEO INVESTMENT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; other filing; other filing; director or secretary change; registered office change; other filing; annual return without accounts; 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. ABLEO INVESTMENT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; other filing; other filing; director or secretary change; registered office change; other filing; annual return without accounts; 2021: other filing; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: ABLEO INVESTMENT LIMITED. County: Meath. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.7 years."
678481,GLASSON TIDY TOWNS COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,6,GLASSON TIDY TOWNS COMPANY LIMITED BY GUARANTEE has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.,GLASSON TIDY TOWNS COMPANY LIMITED BY GUARANTEE has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. GLASSON TIDY TOWNS COMPANY LIMITED BY GUARANTEE has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: GLASSON TIDY TOWNS COMPANY LIMITED BY GUARANTEE. County: Westmeath. Legal form: CLG - Company Limited by Guarantee. Age at observation: 4.2 years.
670433,BERWICK MEMORIALS LIMITED,LOW_CONCERN,8,BERWICK MEMORIALS LIMITED has filed with the registry since 2020. Across its history: 7 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; annual return; 2022: annual return; 2023: annual return; 2025: annual return; annual return; 2026: annual return.,BERWICK MEMORIALS LIMITED has filed with the registry since 2020. Across its history: 7 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; annual return; 2022: annual return; 2023: annual return; 2025: annual return; annual return; 2026: annual return. BERWICK MEMORIALS LIMITED has filed with the registry since 2020. Across its history: 7 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; annual return; 2022: annual return; 2023: annual return; 2025: annual return; annual return; 2026: annual return. Company: BERWICK MEMORIALS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.7 years.
672922,LOP & YEA SERVICES LIMITED,DISSOLUTION_RISK,10,"LOP & YEA SERVICES LIMITED has filed with the registry since 2020. Across its history: 7 annual returns, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; other filing; annual return; registered office change; 2024: annual return; 2025: annual return; 2026: annual return.","LOP & YEA SERVICES LIMITED has filed with the registry since 2020. Across its history: 7 annual returns, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; other filing; annual return; registered office change; 2024: annual return; 2025: annual return; 2026: annual return. LOP & YEA SERVICES LIMITED has filed with the registry since 2020. Across its history: 7 annual returns, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; other filing; annual return; registered office change; 2024: annual return; 2025: annual return; 2026: annual return. Company: LOP & YEA SERVICES LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.5 years."
675933,CASA CAFE LIMITED,LOW_CONCERN,9,"CASA CAFE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2021: annual return; 2022: annual return; director or secretary change; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","CASA CAFE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2021: annual return; 2022: annual return; director or secretary change; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. CASA CAFE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2021: annual return; 2022: annual return; director or secretary change; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: CASA CAFE LIMITED. County: Donegal. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.4 years."
676791,PILOT PATH LIMITED,DISSOLUTION_RISK,27,"PILOT PATH LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 3 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; 2021: annual return; 2022: annual return; 2023: annual return; director or secretary change; other filing; special resolution; capital reorganisation; ordinary resolution; capital reorganisation; ordinary resolution; special resolution; 2024: annual return; registered office change; other filing; other filing; 2025: other filing; other filing; special resolution; other filing; special resolution; annual return; other filing; 2026: director or secretary change; annual return; director or secretary change.","PILOT PATH LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 3 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; 2021: annual return; 2022: annual return; 2023: annual return; director or secretary change; other filing; special resolution; capital reorganisation; ordinary resolution; capital reorganisation; ordinary resolution; special resolution; 2024: annual return; registered office change; other filing; other filing; 2025: other filing; other filing; special resolution; other filing; special resolution; annual return; other filing; 2026: director or secretary change; annual return; director or secretary change. PILOT PATH LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 3 director or secretary changes, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; 2021: annual return; 2022: annual return; 2023: annual return; director or secretary change; other filing; special resolution; capital reorganisation; ordinary resolution; capital reorganisation; ordinary resolution; special resolution; 2024: annual return; registered office change; other filing; other filing; 2025: other filing; other filing; special resolution; other filing; special resolution; annual return; other filing; 2026: director or secretary change; annual return; director or secretary change. Company: PILOT PATH LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.3 years."
676923,GULLSIDE LIMITED,DISSOLUTION_RISK,11,"GULLSIDE LIMITED has filed with the registry since 2020. Across its history: 7 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; director or secretary change; 2021: other filing; annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","GULLSIDE LIMITED has filed with the registry since 2020. Across its history: 7 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; director or secretary change; 2021: other filing; annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. GULLSIDE LIMITED has filed with the registry since 2020. Across its history: 7 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; director or secretary change; 2021: other filing; annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: GULLSIDE LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.3 years."
677044,MICHAEL MCGRATH TRANSPORT LIMITED,LOW_CONCERN,7,MICHAEL MCGRATH TRANSPORT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return.,MICHAEL MCGRATH TRANSPORT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. MICHAEL MCGRATH TRANSPORT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: MICHAEL MCGRATH TRANSPORT LIMITED. County: Kilkenny. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.3 years.
677306,BELLAMP HOLDINGS LIMITED,BEHAVIORAL_ANOMALY,14,"BELLAMP HOLDINGS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 3 director or secretary changes, 1 charge registered. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; director or secretary change; special resolution; other filing; 2021: annual return; 2022: annual return; 2023: annual return; director or secretary change; special resolution; charge registered; 2024: annual return; 2025: annual return; 2026: annual return.","BELLAMP HOLDINGS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 3 director or secretary changes, 1 charge registered. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; director or secretary change; special resolution; other filing; 2021: annual return; 2022: annual return; 2023: annual return; director or secretary change; special resolution; charge registered; 2024: annual return; 2025: annual return; 2026: annual return. BELLAMP HOLDINGS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 3 director or secretary changes, 1 charge registered. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; director or secretary change; special resolution; other filing; 2021: annual return; 2022: annual return; 2023: annual return; director or secretary change; special resolution; charge registered; 2024: annual return; 2025: annual return; 2026: annual return. Company: BELLAMP HOLDINGS LIMITED. County: Donegal. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.3 years."
678100,PRUNESSO EUROPE LIMITED,LOW_CONCERN,8,"PRUNESSO EUROPE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","PRUNESSO EUROPE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. PRUNESSO EUROPE LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: PRUNESSO EUROPE LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.3 years."
678544,SOULFIT MARKETING LIMITED,LOW_CONCERN,7,SOULFIT MARKETING LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.,SOULFIT MARKETING LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. SOULFIT MARKETING LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: SOULFIT MARKETING LIMITED. County: Donegal. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.2 years.
679407,TURAMSON LIMITED,LOW_CONCERN,8,"TURAMSON LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; director or secretary change; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return.","TURAMSON LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; director or secretary change; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. TURAMSON LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2020: other filing; registered office change; director or secretary change; 2022: annual return; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: TURAMSON LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.2 years."
679411,LAOISE MUSIC LIMITED,LOW_CONCERN,8,LAOISE MUSIC LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2025: other filing; annual return; annual return; annual return; annual return.,LAOISE MUSIC LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2025: other filing; annual return; annual return; annual return; annual return. LAOISE MUSIC LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2025: other filing; annual return; annual return; annual return; annual return. Company: LAOISE MUSIC LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.2 years.
679827,GNILSIA LIMITED,LOW_CONCERN,8,"GNILSIA LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2022: annual return; other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return.","GNILSIA LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2022: annual return; other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. GNILSIA LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; director or secretary change; 2022: annual return; other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: GNILSIA LIMITED. County: Cork. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.2 years."
679901,CASTLEKNOCK GAS LIMITED,LOW_CONCERN,6,CASTLEKNOCK GAS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.,CASTLEKNOCK GAS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. CASTLEKNOCK GAS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: CASTLEKNOCK GAS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.2 years.
681641,MELIA WILLIAMS CONSULTANCY LIMITED,LOW_CONCERN,8,"MELIA WILLIAMS CONSULTANCY LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; director or secretary change; annual return; 2023: annual return; 2024: annual return; 2025: annual return.","MELIA WILLIAMS CONSULTANCY LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; director or secretary change; annual return; 2023: annual return; 2024: annual return; 2025: annual return. MELIA WILLIAMS CONSULTANCY LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; director or secretary change; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: MELIA WILLIAMS CONSULTANCY LIMITED. County: Meath. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
681818,WOODLAND CAPITAL LIMITED,DISSOLUTION_RISK,9,"WOODLAND CAPITAL LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 registered office change, 1 strike off notice. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: registered office change; annual return; 2022: other filing; 2023: annual return; annual return; 2024: annual return; 2025: annual return; strike off notice.","WOODLAND CAPITAL LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 registered office change, 1 strike off notice. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: registered office change; annual return; 2022: other filing; 2023: annual return; annual return; 2024: annual return; 2025: annual return; strike off notice. WOODLAND CAPITAL LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 registered office change, 1 strike off notice. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: registered office change; annual return; 2022: other filing; 2023: annual return; annual return; 2024: annual return; 2025: annual return; strike off notice. Company: WOODLAND CAPITAL LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
682410,BENNY MACKEY TRANSPORT LIMITED,LOW_CONCERN,6,BENNY MACKEY TRANSPORT LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.,BENNY MACKEY TRANSPORT LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. BENNY MACKEY TRANSPORT LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: BENNY MACKEY TRANSPORT LIMITED. County: Kilkenny. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years.
682633,SE1 RESOURCES LIMITED,LOW_CONCERN,7,"SE1 RESOURCES LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: director or secretary change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","SE1 RESOURCES LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: director or secretary change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. SE1 RESOURCES LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: director or secretary change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: SE1 RESOURCES LIMITED. County: Galway. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
682751,RUBIN LIFE & PENSIONS LIMITED,DISSOLUTION_RISK,14,"RUBIN LIFE & PENSIONS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 3 director or secretary changes, 5 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; registered office change; 2023: annual return; registered office change; 2024: registered office change; annual return; 2025: director or secretary change; director or secretary change; annual return; registered office change; 2026: director or secretary change; registered office change.","RUBIN LIFE & PENSIONS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 3 director or secretary changes, 5 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; registered office change; 2023: annual return; registered office change; 2024: registered office change; annual return; 2025: director or secretary change; director or secretary change; annual return; registered office change; 2026: director or secretary change; registered office change. RUBIN LIFE & PENSIONS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns, 3 director or secretary changes, 5 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; registered office change; 2023: annual return; registered office change; 2024: registered office change; annual return; 2025: director or secretary change; director or secretary change; annual return; registered office change; 2026: director or secretary change; registered office change. Company: RUBIN LIFE & PENSIONS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
682854,AYAVIG IT SERVICES LIMITED,LOW_CONCERN,9,"AYAVIG IT SERVICES LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; director or secretary change; 2023: annual return; 2024: annual return; director or secretary change; 2025: annual return; 2026: annual return.","AYAVIG IT SERVICES LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; director or secretary change; 2023: annual return; 2024: annual return; director or secretary change; 2025: annual return; 2026: annual return. AYAVIG IT SERVICES LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; director or secretary change; 2023: annual return; 2024: annual return; director or secretary change; 2025: annual return; 2026: annual return. Company: AYAVIG IT SERVICES LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
682920,FOCUS PATIENT LIMITED,LOW_CONCERN,9,"FOCUS PATIENT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; registered office change; 2022: annual return; 2023: annual return; registered office change; 2024: annual return; 2025: annual return; 2026: annual return.","FOCUS PATIENT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; registered office change; 2022: annual return; 2023: annual return; registered office change; 2024: annual return; 2025: annual return; 2026: annual return. FOCUS PATIENT LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 2 registered office changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; registered office change; 2022: annual return; 2023: annual return; registered office change; 2024: annual return; 2025: annual return; 2026: annual return. Company: FOCUS PATIENT LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
683466,O'KEEFFE CHEMISTS LIMITED,LOW_CONCERN,8,"O'KEEFFE CHEMISTS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return; 2026: annual return.","O'KEEFFE CHEMISTS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return; 2026: annual return. O'KEEFFE CHEMISTS LIMITED has filed with the registry since 2020. Across its history: 6 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: director or secretary change; annual return; 2026: annual return. Company: O'KEEFFE CHEMISTS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years."
683638,EASLAR LIMITED,LOW_CONCERN,7,EASLAR LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.,EASLAR LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. EASLAR LIMITED has filed with the registry since 2020. Across its history: 6 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: EASLAR LIMITED. County: Donegal. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years.
683737,MACD TDERRY HOLDINGS LIMITED,LOW_CONCERN,8,MACD TDERRY HOLDINGS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: ordinary resolution; other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return.,MACD TDERRY HOLDINGS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: ordinary resolution; other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. MACD TDERRY HOLDINGS LIMITED has filed with the registry since 2020. Across its history: 5 annual returns. In the 8 years to 2024 the filing sequence was: 2020: other filing; 2021: annual return; 2022: ordinary resolution; other filing; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: MACD TDERRY HOLDINGS LIMITED. County: Limerick. Legal form: LTD - Private Company Limited by Shares. Age at observation: 4.1 years.
