company_num,company_name,obs_date,comp_dissolved_date,company_status_modelled,label_modelled,model_risk_score,model_predicted_tier,company_status_now,actually_dissolved_now,outcome_agreement,company_age_years,nace_section_label,split
406071,DIGITAL RIVER IRELAND LIMITED,2022-12-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,17.41,Extraterritorial Organisations,train
620902,SKYBLUE PM-R&D SOLUTIONS LIMITED,2022-02-28,2023-03-27,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,4.04,Unknown,train
620961,ZACKS' SECURITY LIMITED,2022-12-31,,Liquidation,1.0,0.75,HIGH,Liquidation,1,consistent,4.88,Unknown,train
622690,NUALA MAHER LIMITED,2022-02-28,2023-11-03,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.96,Unknown,train
625293,LEONARD CAFFE LIMITED,2022-04-30,2023-06-10,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,4.02,Unknown,train
626222,BEAR AVIATION LEASING LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,4.65,Unknown,train
627747,FINISTERRE DEVELOPMENTS LIMITED,2022-06-30,2024-04-12,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,4.08,Unknown,train
627921,R SQUARED PRIVATE LIMITED,2022-05-31,2023-05-27,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,4.0,Unknown,train
629369,D&A CONCERTS LIMITED,2022-12-31,2024-07-15,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,4.51,Unknown,train
633546,TIXIN TEORANTA,2022-12-31,2024-02-26,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,4.31,Unknown,train
644469,CRÉ CERTIFICATION IRELAND DESIGNATED ACTIVITY COMPANY,2022-12-31,2024-11-11,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,3.84,Unknown,train
638488,MIKE DELTA MIKE HOLDINGS LIMITED,2022-12-31,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,4.09,Unknown,train
640463,RETRO APPARELS INTERNATIONAL LIMITED,2022-03-31,2023-04-29,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.28,Unknown,train
641778,LIAM WHELAN FURNITURE LIMITED,2022-12-31,2024-12-19,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,3.94,Unknown,train
642369,SEMPER FORTIS LIMITED,2022-12-31,2024-09-16,Dissolved,1.0,0.4593,MODERATE,Dissolved,1,consistent,3.92,Unknown,train
643371,FLOWER WALLS BY RACHEL LIMITED,2022-12-31,2024-12-23,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.89,Unknown,train
643740,CAPTIS LIMITED,2022-02-28,2023-05-27,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.04,Unknown,train
644286,VIK BLACK LIMITED,2022-12-31,2024-12-23,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,3.85,Unknown,train
648311,KATHRIN ENGERT PHYSIOTHERAPY LIMITED,2022-03-31,2023-07-08,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,2.96,Unknown,train
132219,ARM EC LIMITED,2022-12-31,2024-07-10,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,34.61,Extraterritorial Organisations,train
132227,CLEMHILL LIMITED,2022-03-31,2024-03-04,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,33.85,Extraterritorial Organisations,train
135277,BELFRY TAVERNS LIMITED,2022-11-30,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,34.23,Extraterritorial Organisations,train
136608,SMC PRINT AND DESIGN LIMITED,2022-08-28,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,33.83,Extraterritorial Organisations,train
141942,CMR HOLDINGS LIMITED,2022-03-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,33.02,Extraterritorial Organisations,train
511037,AERCAP PARTNERS 767 LIMITED,2022-12-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,10.78,Extraterritorial Organisations,train
511683,JOHN BURKE CHILLED FOODS LIMITED,2022-04-30,,Liquidation,1.0,0.5365,MODERATE,Liquidation,1,consistent,10.07,Extraterritorial Organisations,train
513303,MCBEND LIMITED,2022-12-31,2024-05-27,Dissolved,1.0,0.7209,HIGH,Dissolved,1,consistent,10.62,Extraterritorial Organisations,train
516208,BROC SECRETARIAL SERVICES LIMITED,2022-06-30,2023-05-20,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,9.89,Extraterritorial Organisations,train
518953,EYE INNOVATION CONSULTANTS LIMITED,2022-10-31,2023-12-04,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,10.03,Extraterritorial Organisations,train
519745,ZSUZSI LIMITED,2022-12-31,2023-06-03,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,10.15,Extraterritorial Organisations,train
521555,ARGENTUS PROPERTY MANAGEMENT LIMITED,2022-12-31,2024-03-04,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,10.04,Extraterritorial Organisations,train
523239,APPIERCOM LIMITED,2022-12-31,2024-04-08,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,9.91,Extraterritorial Organisations,train
534814,ENDO INTERNATIONAL PUBLIC LIMITED COMPANY,2022-12-31,,Liquidation,1.0,0.9167,CRITICAL,Liquidation,1,consistent,9.17,Extraterritorial Organisations,train
532461,ENTREPRENEUR FIRST LIMITED,2022-08-31,2023-11-29,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,8.98,Extraterritorial Organisations,train
537933,CURVY LADY FASHIONS LIMITED,2022-12-31,2024-03-04,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,8.96,Extraterritorial Organisations,train
696548,POLY COMMUNICATIONS INTERNATIONAL UNLIMITED COMPANY,2022-03-31,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,0.85,Unknown,train
687800,ADRIAVIT LIMITED,2022-02-28,2023-12-04,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,1.04,Unknown,train
692616,JABEZ IT LIMITED,2022-12-31,2024-11-11,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,1.72,Unknown,train
693004,ARROW ELEVATOR LIMITED,2022-08-31,2024-03-19,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,1.37,Unknown,train
693644,SUSTAINABILITY PLANNING AND DEVELOPMENT EVALUATION (SPADE)  LIMITED,2022-12-31,2024-02-26,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,1.69,Unknown,train
694540,YEW PEOPLE  LIMITED,2022-12-31,2024-11-11,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,1.66,Unknown,train
696083,SIAB LIMITED,2022-04-30,,Liquidation,1.0,0.5955,MODERATE,Liquidation,1,consistent,0.94,Unknown,train
699858,ZUZU POINT LIMITED,2022-06-30,2024-06-10,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,0.98,Unknown,train
702714,GENSPECT TEORANTA,2022-12-31,2023-10-14,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,1.34,Unknown,train
704476,SOUNDSMINT LIMITED,2022-12-31,,Liquidation,1.0,0.7231,HIGH,Liquidation,1,consistent,1.27,Unknown,train
710800,OAK DOOR COMMERCIAL LEASING LIMITED,2022-12-31,2024-06-17,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,1.02,Unknown,train
712523,FOGARTYS STORES BALLYMORE LIMITED,2022-12-31,2024-11-25,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,0.93,Unknown,train
713926,CLEGGANOAK CATERING  LIMITED,2022-12-31,2024-09-24,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,0.87,Unknown,train
718217,KILMURRY SOLAR FARM LIMITED,2022-12-31,2024-09-09,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,0.68,Unknown,train
409995,INSPIRON SERVICES LIMITED,2022-12-31,2024-03-27,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,17.18,Extraterritorial Organisations,train
410774,SINNOTT'S BAR LIMITED,2022-09-30,2024-01-19,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,16.88,Extraterritorial Organisations,train
418916,IRISH VINTAGE SCENE LIMITED,2022-04-30,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,16.02,Extraterritorial Organisations,train
426067,PBS PROPERTY ADVISORS LIMITED,2022-12-31,2024-08-12,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,16.32,Extraterritorial Organisations,train
426999,MITCHELL & MITCHELL (FORMWORK) LIMITED,2022-09-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,16.01,Extraterritorial Organisations,train
429273,BYZANTINE INFORMATION TECHNOLOGY LIMITED,2022-12-31,2024-07-15,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,16.16,Extraterritorial Organisations,train
431392,ALLEY PLANT-SCAPES LIMITED,2022-09-30,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,15.8,Extraterritorial Organisations,train
251566,CARBON CONSTRUCTION (TECHNOLOGY PARK) LIMITED,2022-12-31,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,26.48,Extraterritorial Organisations,train
547333,BITA AGENCY LIMITED,2022-12-31,2023-07-15,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,8.44,Extraterritorial Organisations,train
559986,HARBOUR VIEW HOTEL LIMITED,2022-12-31,2024-07-22,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,7.73,Extraterritorial Organisations,train
560723,ALICE MAY BRIDAL LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,7.7,Extraterritorial Organisations,train
565796,HARVEST CLO XIV DESIGNATED ACTIVITY COMPANY,2022-12-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,7.43,Unknown,train
564558,THE FAMILY BUSINESS SPECIALISTS LIMITED,2022-12-31,2024-11-04,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,7.48,Unknown,train
569589,TBD CONSTRUCTION LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,7.23,Unknown,train
577544,HYPERIONTEK LIMITED,2022-12-31,2024-02-12,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,6.86,Unknown,train
579019,C J AVIATION TRAINING AND CONSULTING LIMITED,2022-03-31,2024-02-05,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,6.05,Unknown,train
016808,INTERNATIONAL TRAVEL BUREAU LIMITED,2022-11-30,2024-06-10,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,64.94,Extraterritorial Organisations,train
039143,KIELYS TRANSPORT LIMITED,2022-02-28,,Liquidation,1.0,0.5882,MODERATE,Liquidation,1,consistent,49.32,Extraterritorial Organisations,train
319779,J & L SURVEYS LIMITED,2022-04-30,,Liquidation,1.0,0.5111,MODERATE,Liquidation,1,consistent,22.24,Extraterritorial Organisations,train
321282,HOLIDAYGUIDE.IE LIMITED,2022-05-31,2023-09-30,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,22.27,Extraterritorial Organisations,train
582789,M& G DEBT FINANCE SOLUTIONS DESIGNATED ACTIVITY COMPANY,2022-03-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,5.87,Unknown,train
337230,JK LOGISTICS SOLUTIONS LIMITED,2022-12-31,2024-06-10,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,21.97,Extraterritorial Organisations,train
580948,CRESCENT BOOKSHOP LIMITED,2022-04-30,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,6.03,Unknown,train
585304,CLAYHALL LIMITED,2022-06-30,,Liquidation,1.0,0.7231,HIGH,Liquidation,1,consistent,5.99,Unknown,train
588201,PROMONTORIA (PLUTO) LIMITED,2022-12-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,6.35,Unknown,train
592682,SLANÚ STROKE REHAB COMPANY LIMITED BY GUARANTEE,2022-12-31,2024-05-27,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,6.14,Unknown,train
593323,GRACLIL LIMITED,2022-03-31,,Liquidation,1.0,0.5955,MODERATE,Liquidation,1,consistent,5.35,Unknown,train
594605,FORCE OF WIND INNOVATION LIMITED,2022-12-31,2023-09-30,Dissolved,1.0,0.9167,CRITICAL,Dissolved,1,consistent,6.05,Unknown,train
601430,RENNICKS SIGNS IRELAND LIMITED,2022-11-30,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,5.67,Unknown,train
602757,CMIG AIRCRAFT LEASING EIGHT IRELAND LIMITED,2022-12-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,5.7,Unknown,train
604173,AVOLON AEROSPACE (IRELAND) AOE 112 LIMITED,2022-12-31,,Dissolved PostMerger,1.0,1.0,CRITICAL,Dissolved PostMerger,1,consistent,5.64,Unknown,train
605517,SHI AVIATION LEASING LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9747,CRITICAL,Dissolved PostMerger,1,consistent,5.57,Unknown,train
610434,GOLOK AVIATION LEASING LIMITED,2022-12-31,,Dissolved PostMerger,1.0,1.0,CRITICAL,Dissolved PostMerger,1,consistent,5.35,Unknown,train
612904,GERRAD LIMITED,2022-12-31,2024-08-06,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,5.23,Unknown,train
613947,ALPHAS MANAGED ACCOUNTS PLATFORM LXXXVIII LIMITED,2022-12-31,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,5.19,Unknown,train
063814,C.M.R. LIMITED,2022-03-31,,Liquidation,1.0,0.4593,MODERATE,Liquidation,1,consistent,43.68,Extraterritorial Organisations,train
071354,J.P. BYRNE & COMPANY (ELECTRICAL) LIMITED,2022-04-30,,Liquidation,1.0,0.7231,HIGH,Liquidation,1,consistent,42.59,Extraterritorial Organisations,train
372942,T & F ANDREWS LIMITED,2022-03-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,18.75,Extraterritorial Organisations,train
377772,CARDINAL HEALTH IRELAND 419 DESIGNATED ACTIVITY COMPANY,2022-06-30,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,18.65,Extraterritorial Organisations,train
018012,MALCOLM'S CARAVANS LIMITED,2022-11-30,,Liquidation,1.0,0.5365,MODERATE,Liquidation,1,consistent,62.8,Extraterritorial Organisations,train
304480,YVONNE MARTYNS PHARMACY LIMITED,2022-03-31,,Liquidation,1.0,0.9167,CRITICAL,Liquidation,1,consistent,23.0,Extraterritorial Organisations,train
397957,ROCKWAY ENGINEERING LIMITED,2022-12-31,2024-11-08,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,17.86,Extraterritorial Organisations,train
404423,KOEIRA SERVICES LIMITED,2022-06-30,2023-06-17,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,17.0,Extraterritorial Organisations,train
617663,XOCET CONSULTING LIMITED,2022-12-31,2024-03-11,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,5.03,Unknown,train
620264,CASHEL RETAIL LIMITED,2022-12-31,2024-03-11,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,4.91,Unknown,train
622752,RJM NANOLO SERVICES LIMITED,2022-12-31,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,4.8,Unknown,train
624378,SHERARDIA LIMITED,2022-08-31,,Liquidation,1.0,0.8788,CRITICAL,Liquidation,1,consistent,4.39,Unknown,train
627628,A.NÚ CONTROL LIMITED,2022-05-31,2023-10-28,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,4.01,Unknown,train
615690,AIRSIDE ESTATES LIMITED,2022-04-30,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,4.44,Unknown,train
440178,OWENS MEAT TRADING LIMITED,2022-05-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,15.02,Extraterritorial Organisations,train
682927,QUINNSPARES APPLIANCES LIMITED,2022-11-30,,Liquidation,1.0,0.5955,MODERATE,Liquidation,1,consistent,2.02,Unknown,train
616080,GAT MI VOL 1 DESIGNATED ACTIVITY COMPANY,2022-12-31,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,5.09,Unknown,train
137886,O'FLYNN FORKLIFTS HIRE LIMITED,2022-12-31,2024-06-05,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,34.08,Extraterritorial Organisations,train
512269,DJT LIVESTOCK LIMITED,2022-04-30,2023-08-05,Dissolved,1.0,0.5365,MODERATE,Dissolved,1,consistent,10.02,Extraterritorial Organisations,train
512523,DELANI STREET & TRAFFIC LIMITED,2022-04-30,,Liquidation,1.0,0.5955,MODERATE,Liquidation,1,consistent,10.01,Extraterritorial Organisations,train
513804,DINEEN TECHNICAL SERVICES LIMITED,2022-05-31,2023-06-24,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,10.0,Extraterritorial Organisations,train
520669,DEAL PARTNERS LOGISTICS INVESTMENTS LIMITED,2022-12-31,2024-04-29,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,10.09,Extraterritorial Organisations,train
525815,WHITEROCK PROJECT FINANCE LIMITED,2022-03-31,2023-05-27,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,8.99,Extraterritorial Organisations,train
526373,TONIC4BUSINESS LIMITED,2022-12-31,2024-07-29,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,9.7,Extraterritorial Organisations,train
530501,CORK FERTILITY CLINIC LIMITED,2022-12-31,2024-06-10,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,9.44,Extraterritorial Organisations,train
532140,SI-KEY LIMITED,2022-12-31,2024-04-15,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,9.33,Extraterritorial Organisations,train
535243,GAL MSN 35095 & 35098 LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9674,CRITICAL,Dissolved PostMerger,1,consistent,9.13,Extraterritorial Organisations,train
536407,DARGLE PHARMACIES HOLDINGS LIMITED,2022-03-31,,Dissolved PostMerger,1.0,0.8788,CRITICAL,Dissolved PostMerger,1,consistent,8.31,Extraterritorial Organisations,train
538762,AIRWAY MEDICAL LIMITED,2022-12-31,2024-07-15,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,8.92,Extraterritorial Organisations,train
542267,MAREE TECHNOLOGY LIMITED,2022-03-31,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,7.98,Extraterritorial Organisations,train
543203,ANAM CARA AND CUCHULAINN COUNSELING SERVICES LIMITED,2022-09-30,2024-01-31,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,8.42,Extraterritorial Organisations,train
544604,INNOCOLL BIOTHERAPEUTICS HOLDINGS  LIMITED,2022-12-31,,Liquidation,1.0,0.9167,CRITICAL,Liquidation,1,consistent,8.59,Extraterritorial Organisations,train
696318,WHELAN'S PUB AND RESTAURANT LIMITED,2022-05-23,2023-06-17,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,1.0,Unknown,train
697143,GLA GLOBAL LANGUAGE ACADEMY LIMITED,2022-06-30,2023-10-21,Dissolved,1.0,1.0,CRITICAL,Dissolved,1,consistent,1.08,Unknown,train
702456,MEARESCOURT EVENTS LIMITED,2022-07-31,2023-08-26,Dissolved,1.0,1.0,CRITICAL,Dissolved,1,consistent,0.93,Unknown,train
702734,DELTA FIRE PROTECTION LIMITED,2022-08-31,2024-01-15,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,1.0,Unknown,train
703706,TAYLOR AGRICULTURAL HOLDINGS LIMITED,2022-11-30,2023-09-02,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,1.21,Unknown,train
711232,REDRHINO WILDERNESS SCARVES  COMPANY LIMITED BY GUARANTEE,2022-12-31,2024-11-25,Dissolved,1.0,0.7231,HIGH,Dissolved,1,consistent,0.97,Unknown,train
709127,QUANTUM BLOCKCHAIN  LIMITED,2022-10-31,2024-02-05,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,0.92,Unknown,train
709834,DYAD LABS LIMITED,2022-12-31,2024-03-11,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,1.06,Unknown,train
710860,LANTAU SUNSET LIMITED,2022-12-31,2024-08-12,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,1.02,Unknown,train
408181,DKS IT AND ENGINEERING CONSULTANTS LIMITED,2022-10-31,2023-11-09,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,17.11,Extraterritorial Organisations,train
422060,UT2 FUNDING PUBLIC LIMITED COMPANY,2022-08-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,16.2,Extraterritorial Organisations,train
427990,GREENANE MEDIA LIMITED,2022-09-30,,Liquidation,1.0,0.8566,CRITICAL,Liquidation,1,consistent,15.96,Extraterritorial Organisations,train
228346,WAYSTONE ASSET MANAGEMENT (IE) LIMITED,2022-12-31,,Dissolved PostMerger,1.0,0.9583,CRITICAL,Dissolved PostMerger,1,consistent,27.9,Extraterritorial Organisations,train
235854,WB INDUSTRIAL FURNITURE LIMITED,2022-07-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,27.04,Extraterritorial Organisations,train
264709,IRISHTOWN DEVELOPMENTS LIMITED,2022-03-31,2024-01-08,Dissolved,1.0,0.9747,CRITICAL,Dissolved,1,consistent,24.96,Extraterritorial Organisations,train
467414,TIPP MEDICAL LIMITED,2022-10-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,13.71,Extraterritorial Organisations,train
472543,BRIDGE STREET DELI LIMITED,2022-08-31,,Liquidation,1.0,0.9583,CRITICAL,Liquidation,1,consistent,13.17,Extraterritorial Organisations,train
283439,PROCESS 3D LIMITED,2022-08-31,2023-05-06,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,24.4,Extraterritorial Organisations,train
286375,JUSTINIAN LIMITED,2022-12-31,2024-11-18,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,24.63,Extraterritorial Organisations,train
287758,JOHN CRANE PENSION TRUSTEE (IRELAND) LIMITED,2022-07-31,2023-07-15,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,24.14,Extraterritorial Organisations,train
651667,AGS GOLF VACATIONS LIMITED,2022-06-30,2023-08-05,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,3.05,Unknown,train
655164,HANSE MANAGEMENT & MORE LIMITED,2022-12-31,2023-10-07,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,3.38,Unknown,train
656152,KS AVENUE SALON LIMITED,2022-08-31,,Liquidation,1.0,0.7231,HIGH,Liquidation,1,consistent,3.0,Unknown,train
658764,HERITAGE CONNECTION LIMITED,2022-04-14,2023-06-10,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,2.5,Unknown,train
662171,INTELLECTUAL PROPERTY ASSET (IRELAND) LIMITED,2022-12-31,2024-09-16,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,3.06,Unknown,train
664428,TIMI & TOBI VENTURES LIMITED,2022-07-16,2023-07-08,Dissolved,1.0,0.8928,CRITICAL,Dissolved,1,consistent,2.5,Unknown,train
664792,ETRE ET DEVENIR LIMITED,2022-07-22,2024-07-01,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,2.5,Unknown,train
665937,FOURTH TRANSITION WEALTH LIMITED,2022-12-31,2024-03-04,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,2.9,Unknown,train
668104,BCGS NOM1 LIMITED,2022-03-31,2024-03-04,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,2.06,Unknown,train
671488,ZONICO LIMITED,2022-04-30,2023-06-10,Dissolved,1.0,0.9583,CRITICAL,Dissolved,1,consistent,1.92,Unknown,train
673382,TULWEX BISTRO LIMITED,2022-06-30,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,1.99,Unknown,train
675105,WILEX INVESTMENTS LIMITED,2022-12-31,2024-10-14,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,2.4,Unknown,train
675410,PERIODIC ELECTRICAL INSPECTIONS LIMITED,2022-12-31,2023-08-12,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,2.39,Unknown,train
675946,CACO CARBON COUNTING LIMITED,2022-07-31,2023-11-29,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,1.95,Unknown,train
677747,VISTADALE LIMITED,2022-08-31,2024-08-20,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,1.96,Unknown,train
684681,RMC REINIGUNG MIT CONCEPT LIMITED,2022-12-31,2024-04-08,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,2.06,Unknown,train
685357,BERTRAD INTERNATIONAL LIMITED,2022-12-31,2024-01-31,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,1.98,Unknown,train
172967,MCDONALD PEAT PRODUCTS LIMITED,2022-04-30,2024-02-28,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,31.02,Extraterritorial Organisations,train
484052,POLAR HEATING CONTROLS LIMITED,2022-04-30,2023-12-27,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,11.99,Extraterritorial Organisations,train
484907,MARK O'BRIEN ELECTRICAL CONTRACTORS LIMITED,2022-06-30,2023-12-27,Dissolved,1.0,0.8566,CRITICAL,Dissolved,1,consistent,12.09,Extraterritorial Organisations,train
487591,CARROT AND COCONUT LIMITED,2022-12-31,2024-08-06,Dissolved,1.0,0.5365,MODERATE,Dissolved,1,consistent,12.39,Extraterritorial Organisations,train
488238,KRISHNA TELECOM (IRELAND) LIMITED,2022-03-31,2023-07-01,Dissolved,1.0,0.8788,CRITICAL,Dissolved,1,consistent,11.59,Extraterritorial Organisations,train
493234,LANSDOWNE FIDUCIARIES LIMITED,2022-12-31,2024-04-22,Dissolved,1.0,0.9674,CRITICAL,Dissolved,1,consistent,12.02,Extraterritorial Organisations,train
493282,SYSTEM ELECTRIC LIMITED,2022-12-31,2024-01-31,Dissolved,1.0,0.5365,MODERATE,Dissolved,1,consistent,11.99,Extraterritorial Organisations,train
505391,BROWNS ON THE GREEN LIMITED,2022-10-31,2023-10-07,Dissolved,1.0,0.5955,MODERATE,Dissolved,1,consistent,11.01,Extraterritorial Organisations,train
092603,LAWDERDALE FURNITURE COMPANY LIMITED,2022-12-31,2024-08-06,Dissolved,1.0,0.5111,MODERATE,Dissolved,1,consistent,40.02,Extraterritorial Organisations,train
347539,DOLPHIN STAIRLIFTS (GALWAY) LIMITED,2022-09-30,,Liquidation,1.0,0.9747,CRITICAL,Liquidation,1,consistent,21.06,Extraterritorial Organisations,train
545643,ACTIVATE INVESTMENTS DESIGNATED ACTIVITY COMPANY,2022-12-31,,Liquidation,1.0,0.9674,CRITICAL,Liquidation,1,consistent,8.54,Extraterritorial Organisations,train
